date,rooms_available,price_per_night,room_id
2023-05-21 00:00:00,488,411,757
2023-05-22 00:00:00,340,606,527
2023-05-23 00:00:00,364,790,488
2023-05-24 00:00:00,267,846,352
2023-05-25 00:00:00,231,153,655
2023-05-26 00:00:00,310,507,341
2023-05-27 00:00:00,357,380,232
2023-05-28 00:00:00,417,689,653
2023-05-29 00:00:00,442,455,943
2023-05-30 00:00:00,366,501,4
2023-05-31 00:00:00,326,333,80
2023-06-01 00:00:00,436,335,727
2023-06-02 00:00:00,269,597,172
2023-06-03 00:00:00,194,422,162
2023-06-04 00:00:00,357,858,748
2023-06-05 00:00:00,463,402,201
2023-06-06 00:00:00,420,534,235
2023-06-07 00:00:00,320,492,547
2023-06-08 00:00:00,167,807,781
2023-06-09 00:00:00,445,675,487
2023-06-10 00:00:00,343,351,216
2023-06-11 00:00:00,231,597,206
2023-06-12 00:00:00,185,340,120
2023-06-13 00:00:00,441,305,869
2023-06-14 00:00:00,467,714,888
2023-06-15 00:00:00,436,232,459
2023-06-16 00:00:00,235,454,237
2023-06-17 00:00:00,388,403,210
2023-06-18 00:00:00,386,730,346
2023-06-19 00:00:00,171,177,594
2023-06-20 00:00:00,419,376,125
2023-06-21 00:00:00,509,500,510
2023-06-22 00:00:00,196,253,352
2023-06-23 00:00:00,212,322,564
2023-06-24 00:00:00,283,638,358
2023-06-25 00:00:00,386,846,441
2023-06-26 00:00:00,375,339,47
2023-06-27 00:00:00,525,863,399
2023-06-28 00:00:00,476,711,671
2023-06-29 00:00:00,545,448,115
2023-06-30 00:00:00,329,678,741
2023-07-01 00:00:00,228,386,597
2023-07-02 00:00:00,224,208,803
2023-07-03 00:00:00,277,322,651
2023-07-04 00:00:00,273,533,756
2023-07-05 00:00:00,493,467,726
2023-07-06 00:00:00,326,260,328
2023-07-07 00:00:00,345,561,324
2023-07-08 00:00:00,315,846,350
2023-07-09 00:00:00,376,711,19
2023-07-10 00:00:00,515,683,375
2023-07-11 00:00:00,384,175,786
2023-07-12 00:00:00,283,674,505
2023-07-13 00:00:00,305,500,687
2023-07-14 00:00:00,266,725,393
2023-07-15 00:00:00,342,337,232
2023-07-16 00:00:00,350,271,597
2023-07-17 00:00:00,370,238,629
2023-07-18 00:00:00,239,182,677
2023-07-19 00:00:00,304,646,368
2023-07-20 00:00:00,323,431,303
2023-07-21 00:00:00,179,852,424
2023-07-22 00:00:00,471,755,477
2023-07-23 00:00:00,519,282,899
2023-07-24 00:00:00,368,829,45
2023-07-25 00:00:00,486,278,957
2023-07-26 00:00:00,265,584,684
2023-07-27 00:00:00,326,477,454
2023-07-28 00:00:00,204,849,283
2023-07-29 00:00:00,456,797,677
2023-07-30 00:00:00,215,206,850
2023-07-31 00:00:00,359,201,790
2023-08-01 00:00:00,341,173,217
2023-08-02 00:00:00,530,832,637
2023-08-03 00:00:00,450,491,20
2023-08-04 00:00:00,542,357,642
2023-08-05 00:00:00,236,404,521
2023-08-06 00:00:00,399,539,391
2023-08-07 00:00:00,300,617,873
2023-08-08 00:00:00,308,851,9
2023-08-09 00:00:00,514,455,234
2023-08-10 00:00:00,545,591,471
2023-08-11 00:00:00,461,298,650
2023-08-12 00:00:00,511,669,358
2023-08-13 00:00:00,460,787,181
2023-08-14 00:00:00,493,419,881
2023-08-15 00:00:00,535,751,708
2023-08-16 00:00:00,219,217,192
2023-08-17 00:00:00,185,634,29
2023-08-18 00:00:00,361,608,467
2023-08-19 00:00:00,175,588,170
2023-08-20 00:00:00,263,385,737
2023-08-21 00:00:00,189,870,23
2023-08-22 00:00:00,514,661,255
2023-08-23 00:00:00,363,353,30
2023-08-24 00:00:00,515,691,611
2023-08-25 00:00:00,253,190,792
2023-08-26 00:00:00,325,422,298
2023-08-27 00:00:00,265,327,287
2023-08-28 00:00:00,501,628,879
2023-08-29 00:00:00,454,621,707
2023-08-30 00:00:00,510,510,185
2023-08-31 00:00:00,263,720,796
2023-09-01 00:00:00,339,452,8
2023-09-02 00:00:00,517,589,668
2023-09-03 00:00:00,385,402,214
2023-09-04 00:00:00,411,474,257
2023-09-05 00:00:00,507,441,593
2023-09-06 00:00:00,355,441,569
2023-09-07 00:00:00,525,788,261
2023-09-08 00:00:00,331,461,656
2023-09-09 00:00:00,276,509,631
2023-09-10 00:00:00,204,261,386
2023-09-11 00:00:00,500,250,305
2023-09-12 00:00:00,222,765,879
2023-09-13 00:00:00,501,472,412
2023-09-14 00:00:00,443,237,936
2023-09-15 00:00:00,162,385,266
2023-09-16 00:00:00,289,162,682
2023-09-17 00:00:00,278,456,571
2023-09-18 00:00:00,167,864,201
2023-09-19 00:00:00,211,736,134
2023-09-20 00:00:00,267,308,229
2023-09-21 00:00:00,313,550,478
2023-09-22 00:00:00,211,258,125
2023-09-23 00:00:00,493,481,54
2023-09-24 00:00:00,221,296,584
2023-09-25 00:00:00,268,565,576
2023-09-26 00:00:00,280,341,20
2023-09-27 00:00:00,180,638,146
2023-09-28 00:00:00,171,868,751
2023-09-29 00:00:00,454,178,95
2023-09-30 00:00:00,416,764,754
2023-10-01 00:00:00,498,299,249
2023-10-02 00:00:00,186,532,478
2023-10-03 00:00:00,303,241,35
2023-10-04 00:00:00,471,160,734
2023-10-05 00:00:00,170,551,332
2023-10-06 00:00:00,397,773,932
2023-10-07 00:00:00,188,537,800
2023-10-08 00:00:00,195,292,27
2023-10-09 00:00:00,193,620,198
2023-10-10 00:00:00,316,848,964
2023-10-11 00:00:00,197,687,887
2023-10-12 00:00:00,190,306,644
2023-10-13 00:00:00,256,753,361
2023-10-14 00:00:00,463,503,204
2023-10-15 00:00:00,399,338,433
2023-10-16 00:00:00,291,610,877
2023-10-17 00:00:00,487,858,170
2023-10-18 00:00:00,433,415,671
2023-10-19 00:00:00,343,286,18
2023-10-20 00:00:00,246,671,446
2023-10-21 00:00:00,204,186,421
2023-10-22 00:00:00,532,582,391
2023-10-23 00:00:00,456,759,139
2023-10-24 00:00:00,515,257,948
2023-10-25 00:00:00,316,801,232
2023-10-26 00:00:00,185,391,933
2023-10-27 00:00:00,421,742,876
2023-10-28 00:00:00,481,316,339
2023-10-29 00:00:00,539,217,611
2023-10-30 00:00:00,366,587,276
2023-10-31 00:00:00,329,270,596
2023-11-01 00:00:00,157,415,601
2023-11-02 00:00:00,483,190,828
2023-11-03 00:00:00,359,372,949
2023-11-04 00:00:00,458,236,393
2023-11-05 00:00:00,506,153,739
2023-11-06 00:00:00,194,251,137
2023-11-07 00:00:00,513,359,755
2023-11-08 00:00:00,296,267,226
2023-11-09 00:00:00,311,451,230
2023-11-10 00:00:00,307,398,520
2023-11-11 00:00:00,262,231,197
2023-11-12 00:00:00,461,310,827
2023-11-13 00:00:00,301,434,73
2023-11-14 00:00:00,261,305,15
2023-11-15 00:00:00,191,180,497
2023-11-16 00:00:00,274,232,932
2023-11-17 00:00:00,346,465,185
2023-11-18 00:00:00,374,309,875
2023-11-19 00:00:00,258,280,860
2023-11-20 00:00:00,217,384,637
2023-11-21 00:00:00,418,254,378
2023-11-22 00:00:00,236,526,44
2023-11-23 00:00:00,390,275,275
2023-11-24 00:00:00,314,169,921
2023-11-25 00:00:00,509,349,852
2023-11-26 00:00:00,505,594,171
2023-11-27 00:00:00,521,243,290
2023-11-28 00:00:00,429,653,541
2023-11-29 00:00:00,159,179,482
2023-11-30 00:00:00,430,659,792
2023-12-01 00:00:00,269,370,938
2023-12-02 00:00:00,284,169,101
2023-12-03 00:00:00,269,313,836
2023-12-04 00:00:00,199,198,589
2023-12-05 00:00:00,335,443,265
2023-12-06 00:00:00,299,218,394
2023-12-07 00:00:00,511,315,590
2023-12-08 00:00:00,311,698,239
2023-12-09 00:00:00,320,422,946
2023-12-10 00:00:00,451,392,434
2023-12-11 00:00:00,544,611,594
2023-12-12 00:00:00,480,397,95
2023-12-13 00:00:00,308,383,781
2023-12-14 00:00:00,540,671,98
2023-12-15 00:00:00,533,563,821
2023-12-16 00:00:00,453,873,312
2023-12-17 00:00:00,341,629,243
2023-12-18 00:00:00,364,841,446
2023-12-19 00:00:00,443,849,270
2023-12-20 00:00:00,190,253,807
2023-12-21 00:00:00,527,221,615
2023-12-22 00:00:00,538,195,922
2023-12-23 00:00:00,201,190,224
2023-12-24 00:00:00,181,732,102
2023-12-25 00:00:00,413,746,801
2023-12-26 00:00:00,504,283,785
2023-12-27 00:00:00,396,565,856
2023-12-28 00:00:00,185,460,675
2023-12-29 00:00:00,495,477,642
2023-12-30 00:00:00,425,528,96
2023-12-31 00:00:00,166,767,178
2024-01-01 00:00:00,398,723,578
2024-01-02 00:00:00,379,330,893
2024-01-03 00:00:00,384,778,542
2024-01-04 00:00:00,525,353,250
2024-01-05 00:00:00,242,609,847
2024-01-06 00:00:00,488,667,63
2024-01-07 00:00:00,359,468,677
2024-01-08 00:00:00,440,585,685
2024-01-09 00:00:00,332,809,341
2024-01-10 00:00:00,237,212,192
2024-01-11 00:00:00,208,740,100
2024-01-12 00:00:00,275,398,741
2024-01-13 00:00:00,239,631,301
2024-01-14 00:00:00,471,532,197
2024-01-15 00:00:00,358,243,48
2024-01-16 00:00:00,376,747,350
2024-01-17 00:00:00,418,770,850
2024-01-18 00:00:00,302,811,816
2024-01-19 00:00:00,178,168,100
2024-01-20 00:00:00,246,161,158
2024-01-21 00:00:00,272,455,694
2024-01-22 00:00:00,356,629,692
2024-01-23 00:00:00,290,471,448
2024-01-24 00:00:00,432,417,761
2024-01-25 00:00:00,532,538,851
2024-01-26 00:00:00,511,452,624
2024-01-27 00:00:00,366,402,743
2024-01-28 00:00:00,433,536,341
2024-01-29 00:00:00,185,847,242
2024-01-30 00:00:00,540,722,91
2024-01-31 00:00:00,510,183,143
2024-02-01 00:00:00,220,672,192
2024-02-02 00:00:00,521,402,851
2024-02-03 00:00:00,382,866,271
2024-02-04 00:00:00,247,521,817
2024-02-05 00:00:00,334,451,501
2024-02-06 00:00:00,443,607,757
2024-02-07 00:00:00,428,582,427
2024-02-08 00:00:00,239,541,84
2024-02-09 00:00:00,422,560,473
2024-02-10 00:00:00,198,531,199
2024-02-11 00:00:00,447,859,272
2024-02-12 00:00:00,511,486,152
2024-02-13 00:00:00,375,292,526
2024-02-14 00:00:00,303,831,321
2024-02-15 00:00:00,337,652,757
2024-02-16 00:00:00,450,280,853
2024-02-17 00:00:00,432,710,949
2024-02-18 00:00:00,415,449,614
2024-02-19 00:00:00,345,402,741
2024-02-20 00:00:00,210,761,520
2024-02-21 00:00:00,418,539,396
2024-02-22 00:00:00,528,778,932
2024-02-23 00:00:00,520,543,899
2024-02-24 00:00:00,539,705,949
2024-02-25 00:00:00,207,153,376
2024-02-26 00:00:00,174,502,715
2024-02-27 00:00:00,450,744,871
2024-02-28 00:00:00,251,493,453
2024-02-29 00:00:00,291,338,691
2024-03-01 00:00:00,526,221,333
2024-03-02 00:00:00,528,235,565
2024-03-03 00:00:00,199,302,616
2024-03-04 00:00:00,467,352,891
2024-03-05 00:00:00,323,473,835
2024-03-06 00:00:00,479,439,647
2024-03-07 00:00:00,176,469,702
2024-03-08 00:00:00,452,161,640
2024-03-09 00:00:00,175,305,626
2024-03-10 00:00:00,445,228,621
2024-03-11 00:00:00,469,331,212
2024-03-12 00:00:00,381,742,188
2024-03-13 00:00:00,510,382,186
2024-03-14 00:00:00,218,365,369
2024-03-15 00:00:00,548,615,433
2024-03-16 00:00:00,337,822,156
2024-03-17 00:00:00,279,251,147
2024-03-18 00:00:00,306,846,744
2024-03-19 00:00:00,440,807,581
2024-03-20 00:00:00,355,221,121
2024-03-21 00:00:00,466,812,72
2024-03-22 00:00:00,248,569,958
2024-03-23 00:00:00,189,247,574
2024-03-24 00:00:00,386,778,715
2024-03-25 00:00:00,187,333,946
2024-03-26 00:00:00,507,771,475
2024-03-27 00:00:00,420,377,455
2024-03-28 00:00:00,214,648,44
2024-03-29 00:00:00,233,582,730
2024-03-30 00:00:00,257,348,853
2024-03-31 00:00:00,287,601,507
2024-04-01 00:00:00,413,462,48
2024-04-02 00:00:00,367,386,873
2024-04-03 00:00:00,443,197,450
2024-04-04 00:00:00,163,841,808
2024-04-05 00:00:00,367,804,256
2024-04-06 00:00:00,406,401,416
2024-04-07 00:00:00,431,721,828
2024-04-08 00:00:00,212,616,296
2024-04-09 00:00:00,387,235,197
2024-04-10 00:00:00,346,647,873
2024-04-11 00:00:00,405,513,184
2024-04-12 00:00:00,225,593,781
2024-04-13 00:00:00,399,471,476
2024-04-14 00:00:00,395,575,243
2024-04-15 00:00:00,402,176,250
2024-04-16 00:00:00,362,646,390
2024-04-17 00:00:00,452,236,635
2024-04-18 00:00:00,302,351,896
2024-04-19 00:00:00,524,436,799
2024-04-20 00:00:00,291,279,171
2024-04-21 00:00:00,273,768,723
2024-04-22 00:00:00,259,848,872
2024-04-23 00:00:00,196,708,686
2024-04-24 00:00:00,254,305,117
2024-04-25 00:00:00,483,299,69
2024-04-26 00:00:00,208,580,848
2024-04-27 00:00:00,204,514,48
2024-04-28 00:00:00,542,607,293
2024-04-29 00:00:00,223,836,508
2024-04-30 00:00:00,400,417,846
2024-05-01 00:00:00,423,185,247
2024-05-02 00:00:00,308,205,902
2024-05-03 00:00:00,456,169,312
2024-05-04 00:00:00,538,452,667
2024-05-05 00:00:00,528,455,127
2024-05-06 00:00:00,219,780,879
2024-05-07 00:00:00,387,392,936
2024-05-08 00:00:00,233,463,957
2024-05-09 00:00:00,269,767,641
2024-05-10 00:00:00,213,849,410
2024-05-11 00:00:00,201,419,882
2024-05-12 00:00:00,423,450,742
2024-05-13 00:00:00,475,364,85
2024-05-14 00:00:00,435,755,612
2024-05-15 00:00:00,244,412,201
2024-05-16 00:00:00,425,334,336
2024-05-17 00:00:00,189,185,281
2024-05-18 00:00:00,387,452,723
2024-05-19 00:00:00,161,397,807
2024-05-20 00:00:00,309,389,256
2024-05-21 00:00:00,527,492,909
2024-05-22 00:00:00,381,347,604
2024-05-23 00:00:00,189,264,797
2024-05-24 00:00:00,457,388,89
2024-05-25 00:00:00,460,310,125
2024-05-26 00:00:00,220,274,810
2024-05-27 00:00:00,258,232,359
2024-05-28 00:00:00,391,682,346
2024-05-29 00:00:00,317,426,156
2024-05-30 00:00:00,279,717,224
2024-05-31 00:00:00,456,737,181
2024-06-01 00:00:00,206,744,470
2024-06-02 00:00:00,520,796,754
2024-06-03 00:00:00,247,406,727
2024-06-04 00:00:00,230,812,508
2024-06-05 00:00:00,159,657,74
2024-06-06 00:00:00,289,338,610
2024-06-07 00:00:00,172,739,725
2024-06-08 00:00:00,534,324,700
2024-06-09 00:00:00,391,533,516
2024-06-10 00:00:00,209,803,739
2024-06-11 00:00:00,323,462,204
2024-06-12 00:00:00,501,577,812
2024-06-13 00:00:00,429,409,347
2024-06-14 00:00:00,335,768,442
2024-06-15 00:00:00,260,700,530
2024-06-16 00:00:00,396,329,229
2024-06-17 00:00:00,508,800,588
2024-06-18 00:00:00,497,270,245
2024-06-19 00:00:00,543,280,83
2024-06-20 00:00:00,487,654,63
2024-06-21 00:00:00,323,708,370
2024-06-22 00:00:00,244,618,481
2024-06-23 00:00:00,374,545,43
2024-06-24 00:00:00,457,545,446
2024-06-25 00:00:00,537,224,714
2024-06-26 00:00:00,531,452,659
2024-06-27 00:00:00,485,297,879
2024-06-28 00:00:00,187,344,398
2024-06-29 00:00:00,359,874,925
2024-06-30 00:00:00,305,518,234
2024-07-01 00:00:00,295,418,873
2024-07-02 00:00:00,541,413,85
2024-07-03 00:00:00,299,417,910
2023-01-01 00:00:00,379,338,540
2023-01-02 00:00:00,433,454,806
2023-01-03 00:00:00,165,376,28
2023-01-04 00:00:00,174,611,777
2023-01-05 00:00:00,180,300,74
2023-01-06 00:00:00,270,764,799
2023-01-07 00:00:00,305,239,452
2023-01-08 00:00:00,509,824,406
2023-01-09 00:00:00,505,487,633
2023-01-10 00:00:00,501,698,905
2023-01-11 00:00:00,161,208,629
2023-01-12 00:00:00,367,371,71
2023-01-13 00:00:00,527,224,736
2023-01-14 00:00:00,530,235,885
2023-01-15 00:00:00,348,751,639
2023-01-16 00:00:00,404,396,514
2023-01-17 00:00:00,391,425,867
2023-01-18 00:00:00,349,877,177
2023-01-19 00:00:00,183,672,28
2023-01-20 00:00:00,436,844,943
2023-01-21 00:00:00,234,775,951
2023-01-22 00:00:00,284,153,751
2023-01-23 00:00:00,296,436,110
2023-01-24 00:00:00,247,590,113
2023-01-25 00:00:00,209,753,473
2023-01-26 00:00:00,189,791,331
2023-01-27 00:00:00,328,317,964
2023-01-28 00:00:00,542,803,192
2023-01-29 00:00:00,544,599,229
2023-01-30 00:00:00,204,258,91
2023-01-31 00:00:00,218,814,532
2023-02-01 00:00:00,220,599,762
2023-02-02 00:00:00,355,717,553
2023-02-03 00:00:00,186,436,49
2023-02-04 00:00:00,377,157,327
2023-02-05 00:00:00,503,710,689
2023-02-06 00:00:00,218,630,245
2023-02-07 00:00:00,494,381,164
2023-02-08 00:00:00,233,395,51
2023-02-09 00:00:00,335,552,570
2023-02-10 00:00:00,204,246,795
2023-02-11 00:00:00,429,425,269
2023-02-12 00:00:00,351,242,230
2023-02-13 00:00:00,484,176,775
2023-02-14 00:00:00,278,596,18
2023-02-15 00:00:00,328,501,948
2023-02-16 00:00:00,383,360,44
2023-02-17 00:00:00,410,367,483
2023-02-18 00:00:00,463,660,898
2023-02-19 00:00:00,435,736,543
2023-02-20 00:00:00,450,272,422
2023-02-21 00:00:00,195,300,860
2023-02-22 00:00:00,282,770,625
2023-02-23 00:00:00,467,420,390
2023-02-24 00:00:00,356,445,631
2023-02-25 00:00:00,461,481,16
2023-02-26 00:00:00,392,587,849
2023-02-27 00:00:00,303,506,936
2023-02-28 00:00:00,359,642,461
2023-03-01 00:00:00,374,840,607
2023-03-02 00:00:00,304,433,193
2023-03-03 00:00:00,184,535,780
2023-03-04 00:00:00,210,320,871
2023-03-05 00:00:00,314,484,814
2023-03-06 00:00:00,203,637,553
2023-03-07 00:00:00,293,659,474
2023-03-08 00:00:00,291,776,276
2023-03-09 00:00:00,339,238,967
2023-03-10 00:00:00,491,163,471
2023-03-11 00:00:00,195,490,894
2023-03-12 00:00:00,547,192,512
2023-03-13 00:00:00,371,440,698
2023-03-14 00:00:00,150,831,126
2023-03-15 00:00:00,494,565,608
2023-03-16 00:00:00,435,660,944
2023-03-17 00:00:00,539,313,576
2023-03-18 00:00:00,258,378,254
2023-03-19 00:00:00,222,257,608
2023-03-20 00:00:00,266,444,817
2023-03-21 00:00:00,401,697,901
2023-03-22 00:00:00,326,541,799
2023-03-23 00:00:00,265,876,713
2023-03-24 00:00:00,182,776,521
2023-03-25 00:00:00,328,693,742
2023-03-26 00:00:00,157,823,88
2023-03-27 00:00:00,446,173,20
2023-03-28 00:00:00,261,675,562
2023-03-29 00:00:00,340,621,847
2023-03-30 00:00:00,190,530,305
2023-03-31 00:00:00,516,711,713
2023-04-01 00:00:00,203,469,715
2023-04-02 00:00:00,451,342,567
2023-04-03 00:00:00,181,501,841
2023-04-04 00:00:00,335,854,456
2023-04-05 00:00:00,153,553,387
2023-04-06 00:00:00,396,694,553
2023-04-07 00:00:00,547,543,65
2023-04-08 00:00:00,528,398,595
2023-04-09 00:00:00,493,792,684
2023-04-10 00:00:00,461,236,817
2023-04-11 00:00:00,311,177,934
2023-04-12 00:00:00,513,533,236
2023-04-13 00:00:00,222,370,501
2023-04-14 00:00:00,459,441,937
2023-04-15 00:00:00,540,747,301
2023-04-16 00:00:00,175,426,10
2023-04-17 00:00:00,183,859,744
2023-04-18 00:00:00,288,184,451
2023-04-19 00:00:00,536,512,381
2023-04-20 00:00:00,477,564,669
2023-04-21 00:00:00,220,555,464
2023-04-22 00:00:00,534,741,187
2023-04-23 00:00:00,353,386,743
2023-04-24 00:00:00,248,580,923
2023-04-25 00:00:00,514,180,572
2023-04-26 00:00:00,472,625,780
2023-04-27 00:00:00,184,723,904
2023-04-28 00:00:00,427,510,414
2023-04-29 00:00:00,531,200,38
2023-04-30 00:00:00,482,646,364
2023-05-01 00:00:00,269,347,485
2023-05-02 00:00:00,382,393,539
2023-05-03 00:00:00,263,766,365
2023-05-04 00:00:00,519,562,311
2023-05-05 00:00:00,502,509,689
2023-05-06 00:00:00,170,288,260
2023-05-07 00:00:00,250,291,339
2023-05-08 00:00:00,381,245,811
2023-05-09 00:00:00,158,826,520
2023-05-10 00:00:00,362,166,678
2023-05-11 00:00:00,248,584,300
2023-05-12 00:00:00,525,538,934
2023-05-13 00:00:00,201,239,337
2023-05-14 00:00:00,365,700,168
2023-05-15 00:00:00,357,589,769
2023-05-16 00:00:00,185,736,525
2023-05-17 00:00:00,155,745,926
2023-05-18 00:00:00,366,509,288
2023-05-19 00:00:00,412,749,305
2023-05-20 00:00:00,524,251,160
2023-05-21 00:00:00,299,500,679
2023-05-22 00:00:00,353,752,127
2023-05-23 00:00:00,333,651,163
2023-05-24 00:00:00,160,616,826
2023-05-25 00:00:00,359,668,284
2023-05-26 00:00:00,429,660,697
2023-05-27 00:00:00,428,209,782
2023-05-28 00:00:00,449,511,133
2023-05-29 00:00:00,478,833,433
2023-05-30 00:00:00,225,793,924
2023-05-31 00:00:00,185,349,759
2023-06-01 00:00:00,373,555,482
2023-06-02 00:00:00,510,375,633
2023-06-03 00:00:00,171,473,618
2023-06-04 00:00:00,494,533,503
2023-06-05 00:00:00,328,740,224
2023-06-06 00:00:00,487,355,883
2023-06-07 00:00:00,170,176,471
2023-06-08 00:00:00,159,506,495
2023-06-09 00:00:00,324,495,101
2023-06-10 00:00:00,313,349,105
2023-06-11 00:00:00,364,743,899
2023-06-12 00:00:00,180,165,566
2023-06-13 00:00:00,216,422,712
2023-06-14 00:00:00,266,406,725
2023-06-15 00:00:00,162,184,761
2023-06-16 00:00:00,225,174,900
2023-06-17 00:00:00,497,877,654
2023-06-18 00:00:00,432,687,908
2023-06-19 00:00:00,493,516,738
2023-06-20 00:00:00,523,852,676
2023-06-21 00:00:00,516,375,65
2023-06-22 00:00:00,471,271,940
2023-06-23 00:00:00,362,458,467
2023-06-24 00:00:00,328,314,283
2023-06-25 00:00:00,349,848,319
2023-06-26 00:00:00,496,716,66
2023-06-27 00:00:00,239,686,240
2023-06-28 00:00:00,247,665,868
2023-06-29 00:00:00,438,318,730
2023-06-30 00:00:00,516,565,434
2023-07-01 00:00:00,157,649,315
2023-07-02 00:00:00,379,170,650
2023-07-03 00:00:00,439,830,233
